user,category,city,post,time,link
5173300000,m4w,Chicago,McDonald's merriville - m4w,2015-08-14T20:26:00,/nwi/mis/5173260033.html
5173300000,m4w,Chicago,Red bag and black dress - m4w,2015-08-14T20:20:00,/chc/mis/5173270198.html
5173300000,m4w,Chicago,ms hulk racing around today - m4w,2015-08-14T20:17:00,/wcl/mis/5173266718.html
5173300000,m4w,Chicago,You: new to the city! - m4w,2015-08-14T20:04:00,/chc/mis/5173252312.html
5160800000,m4w,Chicago,tall leggy Kent law student - m4w,2015-08-14T17:33:00,/chc/mis/5160798485.html
5165800000,m4w,Chicago,to kill a mockingbird - m4w,2015-08-14T17:32:00,/chc/mis/5165753489.html
5172900000,m4w,Chicago,400 McClurg elevator - m4w,2015-08-14T15:32:00,/chc/mis/5172865718.html
5172800000,m4w,Chicago,Your Stupid Bet - m4w,2015-08-14T15:12:00,/chc/mis/5172830833.html
5172700000,m4w,Chicago,Not Feeling Loved ... - m4w,2015-08-14T13:45:00,/sox/mis/5172670853.html
5172600000,m4w,Chicago,the sugar still stuff - m4w,2015-08-14T13:38:00,/chc/mis/5172641644.html
5172600000,m4w,Chicago,Beautiful blonde at Starbucks in the Glen - m4w,2015-08-14T13:18:00,/nch/mis/5172617193.html
5172600000,m4w,Chicago,Red Line: North Ave - m4w,2015-08-14T13:04:00,/chc/mis/5172591784.html
5172600000,m4w,Chicago,Monica from OKC... ooops. - m4w,2015-08-14T12:50:00,/chc/mis/5172563519.html
5172600000,m4w,Chicago,Marsha From Accurate Transmissions - m4w,2015-08-14T12:49:00,/nch/mis/5172561875.html
5172600000,m4w,Chicago,Linda who worked at WARDS - m4w,2015-08-14T12:49:00,/nwc/mis/5172561156.html
5172500000,m4w,Chicago,We had lunch downtown around 5 years ago - m4w,2015-08-14T12:02:00,/chc/mis/5172468224.html
5125200000,m4w,Chicago,Thick girls at Home Depot - m4w,2015-08-14T11:54:00,/nwc/mis/5125174482.html
5158000000,m4w,Chicago,Valet girl at Good Shepard - m4w,2015-08-14T11:40:00,/nwc/mis/5157966435.html
5149600000,m4w,Chicago,"Teacher, You had me over - m4w",2015-08-14T11:37:00,/nwc/mis/5149626930.html
5172300000,m4w,Chicago,Flight to ORD - m4w,2015-08-14T10:57:00,/chc/mis/5172337891.html
5172300000,m4w,Chicago,Rosati's in Lakemoor - m4w,2015-08-14T10:22:00,/nwc/mis/5172271863.html
5158500000,m4w,Chicago,Kathy remember me? - m4w,2015-08-14T09:41:00,/nwi/mis/5158464574.html
5172100000,m4w,Chicago,The Whisper that started it all - m4w,2015-08-14T08:15:00,/nwi/mis/5172063476.html
5163100000,m4w,Chicago,your kind of a bitch... - m4w,2015-08-14T08:14:00,/nwc/mis/5163119246.html
5172100000,m4w,Chicago,Cheesies - Meghan - Thursday night - m4w,2015-08-14T08:12:00,/chc/mis/5172067934.html
5171900000,m4w,Chicago,I think you like me - m4w,2015-08-14T01:39:00,/nwi/mis/5171892536.html
5171900000,m4w,Chicago,Nice Gorgeous Lady in the Red Line - m4w,2015-08-14T01:27:00,/chc/mis/5171888099.html
5171900000,m4w,Chicago,"Pride, Prejudice, and Choice - m4w",2015-08-14T01:15:00,/chc/mis/5171880284.html
5171900000,m4w,Chicago,Ruby and Ada on Logan - m4w,2015-08-14T00:39:00,/chc/mis/5171866807.html
5171800000,m4w,Chicago,brunette at Portage speedway station - m4w,2015-08-13T23:54:00,/nwi/mis/5171842348.html
5171800000,m4w,Chicago,Nice smile - m4w,2015-08-13T23:21:00,/chc/mis/5171820529.html
5171800000,m4w,Chicago,CL Wal-Mart - m4w,2015-08-13T22:11:00,/nwc/mis/5171765214.html
5171700000,m4w,Chicago,Moving on is tough - m4w,2015-08-13T21:25:00,/chc/mis/5171721189.html
5171600000,m4w,Chicago,Wal-Mart - backwards hat!! - m4w,2015-08-13T20:12:00,/nwc/mis/5171641716.html
5171600000,m4w,Chicago,Brunette at Empty Bottle Last Monday - m4w,2015-08-13T19:49:00,/chc/mis/5171614108.html
5160000000,m4w,Chicago,Best Bank Rep in the business... - m4w,2015-08-13T19:49:00,/wcl/mis/5160035507.html
5171600000,m4w,Chicago,joliet chuck e cheese - m4w,2015-08-13T19:38:00,/nch/mis/5171600536.html
5171600000,m4w,Chicago,"GLENVIEW MICHAEL TODD TERR, BEAUTIFUL SPANISH GIRL..........!!!! - m4w",2015-08-13T19:12:00,/nwc/mis/5171569684.html
5171600000,m4w,Chicago,Lake path rollerblader - m4w,2015-08-13T19:05:00,/chc/mis/5171560453.html
5171500000,m4w,Chicago,No Hand Shake - m4w,2015-08-13T18:48:00,/nwc/mis/5171539034.html
5128400000,m4w,Chicago,Angela - m4w,2015-08-13T16:48:00,/chc/mis/5128383225.html
5148300000,m4w,Chicago,Gris at Riss Park 06/17/15 - m4w,2015-08-13T14:48:00,/chc/mis/5148277210.html
5171200000,m4w,Chicago,You work at Panera - m4w,2015-08-13T14:42:00,/sox/mis/5171155608.html
5171000000,m4w,Chicago,Tempo cafe - m4w,2015-08-13T13:34:00,/chc/mis/5171031075.html
5171000000,m4w,Chicago,Blonde BBW cutie with huge rack - m4w,2015-08-13T13:26:00,/sox/mis/5171001313.html
5170900000,m4w,Chicago,You sat next to me: Sheridan red line - m4w,2015-08-13T12:31:00,/chc/mis/5170910246.html
5170900000,m4w,Chicago,Daley Plaza Thursday 8/13 - m4w,2015-08-13T12:24:00,/chc/mis/5170896607.html
5170900000,m4w,Chicago,Cardio La Fitness - m4w,2015-08-13T12:20:00,/nch/mis/5170887479.html
5170700000,m4w,Chicago,2: 'Cause I Know What It Means to Walk Along the Lonely Street of Dreams - m4w,2015-08-13T11:16:00,/chc/mis/5170738534.html
5170700000,m4w,Chicago,"And you called me a ""Perv"" , XOXO! - m4w",2015-08-13T10:58:00,/wcl/mis/5170717202.html
5170500000,m4w,Chicago,Family Runion Mid-end Aug - m4w,2015-08-13T09:15:00,/nwc/mis/5170545165.html
5124000000,m4w,Chicago,To the beautiful Latina - m4w,2015-08-13T08:59:00,/chc/mis/5124004875.html
5170500000,m4w,Chicago,Sox Game - m4w,2015-08-13T08:55:00,/chc/mis/5170498138.html
5170500000,m4w,Chicago,Asian female friend in Chicago wanted - m4w,2015-08-13T08:50:00,/chc/mis/5170471922.html
5170500000,m4w,Chicago,Girl on train 7:26am - m4w,2015-08-13T08:46:00,/chc/mis/5170502819.html
5170500000,m4w,Chicago,Lake Forest beach - m4w,2015-08-13T08:34:00,/nch/mis/5170485908.html
5170400000,m4w,Chicago,red line - you got off at cermak-chinatown - m4w,2015-08-13T07:43:00,/chc/mis/5170429392.html
5170400000,m4w,Chicago,flight from CLE to MDW - m4w,2015-08-13T07:22:00,/chc/mis/5170410312.html
5170400000,m4w,Chicago,Saw you today on Golf Rd--blue car - m4w,2015-08-13T07:18:00,/chc/mis/5170406921.html
5170400000,m4w,Chicago,Beautiful Runner - m4w,2015-08-13T07:03:00,/nwc/mis/5170395911.html
5130000000,m4w,Chicago,Julie Wilkerson - m4w,2015-08-13T05:35:00,/nwi/mis/5130044420.html
5159100000,m4w,Chicago,Dawn Warner - m4w,2015-08-13T05:35:00,/nwi/mis/5159050913.html
5170300000,m4w,Chicago,dried flowers inside - m4w,2015-08-13T04:13:00,/chc/mis/5170326230.html
5170300000,m4w,Chicago,whitesox worker at la game - m4w,2015-08-13T02:53:00,/chc/mis/5170310491.html
5170300000,m4w,Chicago,Re: Just a Note - m4w,2015-08-13T01:18:00,/chc/mis/5170275426.html
5170300000,m4w,Chicago,Classmate w/ High Shape Factor! - m4w,2015-08-13T01:15:00,/sox/mis/5170275137.html
5170200000,m4w,Chicago,Oak Park...Riding Bike - m4w,2015-08-13T00:02:00,/wcl/mis/5170242002.html
5170200000,m4w,Chicago,Millennium Park Concert - m4w,2015-08-12T23:46:00,/chc/mis/5170232364.html
5170200000,m4w,Chicago,Cubs game bleachers - m4w,2015-08-12T23:12:00,/chc/mis/5170209564.html
5170200000,m4w,Chicago,vfw in chicago ridge - m4w,2015-08-12T23:02:00,/sox/mis/5170202575.html
5170200000,m4w,Chicago,Passed on the street - m4w,2015-08-12T22:29:00,/nch/mis/5170175742.html
5170200000,m4w,Chicago,"Sunday evening, August 9th - m4w",2015-08-12T22:24:00,/chc/mis/5170171822.html
5170200000,m4w,Chicago,Dark haired vixen at Speedway - m4w,2015-08-12T22:22:00,/nwi/mis/5170170407.html
5170100000,m4w,Chicago,On-Set Model - m4w,2015-08-12T21:53:00,/chc/mis/5170144017.html
5170100000,m4w,Chicago,Sorry my dog was such a spaz when we said hello! - m4w,2015-08-12T21:17:00,/chc/mis/5170107217.html
5163800000,m4w,Chicago,Gym girl on the stair master! - m4w,2015-08-12T20:12:00,/sox/mis/5163754144.html
5170000000,m4w,Chicago,Lost at Al's - m4w,2015-08-12T20:05:00,/nwi/mis/5170025598.html
5170000000,m4w,Chicago,Sexy painted toes/ bowen park - m4w,2015-08-12T19:56:00,/nwc/mis/5170014147.html
5169900000,m4w,Chicago,Nilli.. Skokie walgreens - m4w,2015-08-12T18:58:00,/nch/mis/5169940820.html
5166100000,m4w,Chicago,Why do you read these? - m4w,2015-08-12T18:38:00,/nch/mis/5166147889.html
5169900000,m4w,Chicago,I gave you a guitar pic at Wauconda Fest 2015 on Saturday night - m4w,2015-08-12T18:32:00,/nwc/mis/5169898365.html
5169800000,m4w,Chicago,SAVE A LOT MICHIGAN CITY - m4w,2015-08-12T17:35:00,/nwi/mis/5169807514.html
5169800000,m4w,Chicago,I love you - m4w,2015-08-12T17:26:00,/wcl/mis/5169752541.html
5169700000,m4w,Chicago,Says She's Too Young - m4w,2015-08-12T16:00:00,/chc/mis/5169671791.html
5169500000,m4w,Chicago,"""Nice truck"" Gurnee Starbucks - m4w",2015-08-12T14:43:00,/nch/mis/5169533588.html
5169500000,m4w,Chicago,Please come back! I miss you. - m4w,2015-08-12T14:24:00,/chc/mis/5169498117.html
5169300000,m4w,Chicago,the woman from ace hardware - m4w,2015-08-12T12:52:00,/nwc/mis/5169279554.html
5169200000,m4w,Chicago,Car show-Black top tie dye skirt - m4w,2015-08-12T12:03:00,/sox/mis/5169184312.html
5169200000,m4w,Chicago,Looking for the Lady who asked me to come home - m4w,2015-08-12T11:56:00,/nwc/mis/5169203130.html
5169000000,m4w,Chicago,Blondie with wire wrap rings on Chicago blue line - m4w,2015-08-12T10:22:00,/chc/mis/5169017233.html
5168900000,m4w,Chicago,down town love - m4w,2015-08-12T09:30:00,/chc/mis/5168881702.html
5137200000,m4w,Chicago,"Blonde Hair, arm tattoo, ancle brace - m4w",2015-08-12T09:12:00,/nwc/mis/5137227172.html
5168800000,m4w,Chicago,Crossing North Michigan ave this morning - m4w,2015-08-12T08:40:00,/chc/mis/5168841758.html
5168800000,m4w,Chicago,BLUE LINE - flannel shirt - m4w,2015-08-12T08:13:00,/chc/mis/5168777488.html
5168800000,m4w,Chicago,Amanda K - m4w,2015-08-12T07:45:00,/nwi/mis/5168776376.html
5168800000,m4w,Chicago,Sunday Breakfast - m4w,2015-08-12T07:26:00,/wcl/mis/5168759481.html
5168700000,m4w,Chicago,Blue line in the early AM Damen - m4w,2015-08-12T07:14:00,/chc/mis/5168748653.html
5168700000,m4w,Chicago,Lazo's Tacos - m4w,2015-08-12T04:49:00,/chc/mis/5168679452.html
5168700000,m4w,Chicago,Door To Door Organics - m4w,2015-08-12T04:37:00,/chc/mis/5168676515.html
5168600000,m4w,Chicago,McDonalds in st. charles. - m4w,2015-08-12T02:57:00,/nch/mis/5168647955.html
5168600000,m4w,Chicago,Walgreens/St Charles - m4w,2015-08-12T01:26:00,/wcl/mis/5168621098.html
5168600000,m4w,Chicago,#8: I could go crazy on a night like tonight - m4w,2015-08-12T00:56:00,/chc/mis/5168573624.html
5168600000,m4w,Chicago,Social Distortion - m4w,2015-08-12T00:46:00,/chc/mis/5168603178.html
5168500000,m4w,Chicago,I told you - m4w,2015-08-11T23:16:00,/chc/mis/5168547429.html
5168500000,m4w,Chicago,I wish you could see - m4w,2015-08-11T22:45:00,/nwi/mis/5168523159.html
5168500000,m4w,Chicago,trippin billies - m4w,2015-08-11T22:26:00,/chc/mis/5168506931.html
5168300000,m4w,Chicago,Cute girl with friend by McDonalds - m4w,2015-08-11T19:21:00,/chc/mis/5168291252.html
5168300000,m4w,Chicago,ATL to ORD flight on 8-10 - m4w,2015-08-11T19:17:00,/chc/mis/5168274177.html
5168300000,m4w,Chicago,Scadooch My belly button misses you - m4w,2015-08-11T19:10:00,/chc/mis/5168276962.html
5168200000,m4w,Chicago,Saw you around Geneva and Batavia - m4w,2015-08-11T18:40:00,/wcl/mis/5168234624.html
5168200000,m4w,Chicago,To:MC Thinking of you - m4w,2015-08-11T18:06:00,/chc/mis/5168184720.html
5168200000,m4w,Chicago,Pizza place saturday - m4w,2015-08-11T18:02:00,/sox/mis/5168163557.html
5168100000,m4w,Chicago,Older woman i work with - m4w,2015-08-11T17:50:00,/wcl/mis/5168114934.html
5168100000,m4w,Chicago,Today 5:00 - m4w,2015-08-11T17:31:00,/chc/mis/5168130342.html
5168100000,m4w,Chicago,Dunkin donuts - m4w,2015-08-11T17:07:00,/sox/mis/5168091524.html
5168100000,m4w,Chicago,Wake up sleepy head. - m4w,2015-08-11T17:06:00,/sox/mis/5168090592.html
5168000000,m4w,Chicago,Tony seeking Nic - m4w,2015-08-11T17:02:00,/chc/mis/5168010718.html
5168000000,m4w,Chicago,You Got Divorced Today. 8/11/15. - m4w,2015-08-11T16:35:00,/nwc/mis/5168037938.html
5167800000,m4w,Chicago,Moretti's Waitress Mt.Prospect - m4w,2015-08-11T14:27:00,/nwc/mis/5167797383.html
5167800000,m4w,Chicago,Brown line brunette beauty - m4w,2015-08-11T14:08:00,/chc/mis/5167761067.html
5167700000,m4w,Chicago,Cute girl working at Subway on Central and Devon - m4w,2015-08-11T13:32:00,/chc/mis/5167689047.html
5167700000,m4w,Chicago,Giordano's - Rush & Superior - m4w,2015-08-11T13:20:00,/chc/mis/5167665370.html
5167500000,m4w,Chicago,Torn pants - m4w,2015-08-11T12:13:00,/sox/mis/5167525395.html
5159400000,m4w,Chicago,So Many Beautiful Women Walking By - m4w,2015-08-11T10:41:00,/chc/mis/5159382106.html
5167300000,m4w,Chicago,Brown line 8/11 9:30AM. I need to take you out! - m4w,2015-08-11T10:29:00,/chc/mis/5167310186.html
5167300000,m4w,Chicago,I miss working with women! - m4w,2015-08-11T10:26:00,/wcl/mis/5167304465.html
5167200000,m4w,Chicago,Market days we thought we knew each other - m4w,2015-08-11T09:14:00,/chc/mis/5167169397.html
5135100000,m4w,Chicago,7-11 Lagrange - m4w,2015-08-11T08:15:00,/chc/mis/5135142115.html
5167000000,m4w,Chicago,Soxgame/angels Monday night - m4w,2015-08-11T06:55:00,/chc/mis/5167008152.html
5167000000,m4w,Chicago,You were giving road head at Bemis Woods Monday 8/10 - m4w,2015-08-11T06:51:00,/wcl/mis/5167005584.html
5167000000,m4w,Chicago,hot girl at Meijer 8/10 in workout clothes with her little son in cart - m4w,2015-08-11T06:40:00,/wcl/mis/5166998610.html
5166900000,m4w,Chicago,Re: re monster Ball - M4MW - m4w,2015-08-11T01:12:00,/chc/mis/5166860558.html
5166900000,m4w,Chicago,Sweet bartender - m4w,2015-08-11T00:43:00,/nwc/mis/5166876576.html
5166900000,m4w,Chicago,"Woman in brown, with pink crystal on blue line from O'hare - m4w",2015-08-11T00:13:00,/chc/mis/5166859662.html
5166800000,m4w,Chicago,#7: But to Wait for You Is All I Can Do... - m4w,2015-08-10T23:51:00,/chc/mis/5166820489.html
5166800000,m4w,Chicago,Re: Monster Ball - m4w,2015-08-10T23:44:00,/chc/mis/5166841193.html
5166800000,m4w,Chicago,negative strings - m4w,2015-08-10T22:48:00,/nwc/mis/5166798177.html
5166800000,m4w,Chicago,How Long Did Your First Relationship Last? - m4w,2015-08-10T22:30:00,/chc/mis/5166772778.html
5166800000,m4w,Chicago,Living In The Past... - m4w,2015-08-10T22:25:00,/chc/mis/5166777466.html
5166700000,m4w,Chicago,Central Purple Line - m4w,2015-08-10T21:57:00,/chc/mis/5166749488.html
5166700000,m4w,Chicago,Girl at Serb Fest wearing sun dress. - m4w,2015-08-10T21:01:00,/chc/mis/5166685818.html
5166700000,m4w,Chicago,the picture - m4w,2015-08-10T20:52:00,/chc/mis/5166675600.html
5166600000,m4w,Chicago,Pete's fresh market - m4w,2015-08-10T19:22:00,/chc/mis/5166556654.html
5145700000,m4w,Chicago,Banfield in crestwood - m4w,2015-08-10T17:37:00,/sox/mis/5145741545.html
5166400000,m4w,Chicago,Olive oil isle at Strack's near St. Anthony Hospital - m4w,2015-08-10T17:30:00,/nwi/mis/5166391392.html
5166400000,m4w,Chicago,So you know... - m4w,2015-08-10T17:25:00,/chc/mis/5166369471.html
5166300000,m4w,Chicago,Marcottes - m4w,2015-08-10T16:38:00,/sox/mis/5166304940.html
5166300000,m4w,Chicago,Pink Corvette - m4w,2015-08-10T16:34:00,/nch/mis/5166298277.html
5166200000,m4w,Chicago,Big black dodge pickup!! - m4w,2015-08-10T15:47:00,/wcl/mis/5166212650.html
5166200000,m4w,Chicago,Maria-Eurofresh Market - m4w,2015-08-10T15:19:00,/nwi/mis/5166158954.html
5122700000,m4w,Chicago,St Pat's CL redhead - m4w,2015-08-10T15:16:00,/chc/mis/5122691146.html
5166100000,m4w,Chicago,Drug Company Rep Randall Rd - m4w,2015-08-10T14:50:00,/nwc/mis/5166104612.html
5166000000,m4w,Chicago,Re: Re: J - m4w,2015-08-10T13:53:00,/chc/mis/5165976299.html
5165900000,m4w,Chicago,FFC Halstead - m4w,2015-08-10T13:20:00,/chc/mis/5165922070.html
5165800000,m4w,Chicago,Re: Tantra Butterfly - m4w,2015-08-10T12:33:00,/chc/mis/5165800569.html
5165700000,m4w,Chicago,Bloomingdales mens dept - m4w,2015-08-10T11:20:00,/chc/mis/5165666479.html
5165600000,m4w,Chicago,Water tower place checkout line - m4w,2015-08-10T10:38:00,/chc/mis/5165578131.html
5165500000,m4w,Chicago,Phish-Alpine Sat - m4w,2015-08-10T10:11:00,/nwc/mis/5165522962.html
5165500000,m4w,Chicago,Long shot - Cubs game on Sunday - m4w,2015-08-10T09:53:00,/chc/mis/5165488072.html
5165500000,m4w,Chicago,Rush Hospital Saturday - m4w,2015-08-10T09:52:00,/chc/mis/5165487871.html
5165500000,m4w,Chicago,PumpkinRose_ on okc - m4w,2015-08-10T09:52:00,/chc/mis/5165463347.html
5165400000,m4w,Chicago,Red Pathfinder on Randall in Geneva - m4w,2015-08-10T09:25:00,/wcl/mis/5165439103.html
5165400000,m4w,Chicago,I missed talking more with a very nice girl - m4w,2015-08-10T09:02:00,/wcl/mis/5165399799.html
5165400000,m4w,Chicago,Oswego car wash - m4w,2015-08-10T09:00:00,/wcl/mis/5165397449.html
5165300000,m4w,Chicago,carrying some beer this morning on 112th - m4w,2015-08-10T07:30:00,/sox/mis/5165286227.html
5165200000,m4w,Chicago,Re: J. Things you can't hear. - m4w,2015-08-10T02:32:00,/chc/mis/5165167161.html
5176800000,w4m,Los Angeles,Amtrak rider 8/16 - w4m,2015-08-17T08:37:00,/lgb/mis/5176810813.html
5176600000,w4m,Los Angeles,Pokemon - w4m,2015-08-17T07:56:00,/lac/mis/5176644072.html
5176500000,w4m,Los Angeles,Chevron Sherman Way exit off 170 Fri night - w4m,2015-08-17T03:54:00,/sfv/mis/5176459777.html
5161500000,w4m,Los Angeles,looking for Michael Riffonivich - w4m,2015-08-16T23:55:00,/sfv/mis/5161470367.html
5176400000,w4m,Los Angeles,SEEKING GENE (U DO MED RESEARCH STUDIES) - w4m,2015-08-16T23:40:00,/lac/mis/5176355032.html
5176400000,w4m,Los Angeles,missed connection - w4m,2015-08-16T23:24:00,/lac/mis/5176381875.html
5176300000,w4m,Los Angeles,Mr. Dennis - w4m,2015-08-16T22:22:00,/wst/mis/5176323081.html
5128500000,w4m,Los Angeles,We were in line together at Vons.. - w4m,2015-08-16T18:59:00,/wst/mis/5128518487.html
5176200000,w4m,Los Angeles,Mr. Dennis - w4m,2015-08-16T18:49:00,/wst/mis/5176155841.html
5176200000,w4m,Los Angeles,Whole Foods Pink Coconut Water - w4m,2015-08-16T18:39:00,/wst/mis/5176175104.html
5176100000,w4m,Los Angeles,Target Starbucks - w4m,2015-08-16T17:30:00,/sgv/mis/5176095790.html
5176000000,w4m,Los Angeles,Echo Park Rising-Hanni El Khatib mosh pit - w4m,2015-08-16T16:32:00,/lac/mis/5176024973.html
5175900000,w4m,Los Angeles,Uber driver from WEHO to West L.A. - w4m,2015-08-16T14:37:00,/wst/mis/5175874507.html
5175800000,w4m,Los Angeles,Tell Me About the Museum - w4m,2015-08-16T14:07:00,/lac/mis/5175812968.html
5175700000,w4m,Los Angeles,The Strand House-Manhattan Beach-Talking in Line-I have curly hair - w4m,2015-08-16T12:45:00,/wst/mis/5175707864.html
5175600000,w4m,Los Angeles,Driving North on N Laurel Ave yesterday at 5:30pm - w4m,2015-08-16T11:28:00,/lac/mis/5175586972.html
5175600000,w4m,Los Angeles,Hamily matters Elliott? - w4m,2015-08-16T11:22:00,/lac/mis/5175562461.html
5175500000,w4m,Los Angeles,Happy Birthday Pete Espinosa - w4m,2015-08-16T10:47:00,/lac/mis/5175498392.html
5174800000,w4m,Los Angeles,Metrolink OC Line Saturday Morning - w4m,2015-08-15T19:23:00,/sgv/mis/5174843166.html
5174800000,w4m,Los Angeles,"You drive a Porsche. Your initial is ""B"" - w4m",2015-08-15T18:28:00,/sfv/mis/5174793899.html
5174800000,w4m,Los Angeles,Casino early this morning....(San Manuel) - w4m,2015-08-15T18:22:00,/lgb/mis/5174787428.html
5174600000,w4m,Los Angeles,Rise Against - w4m,2015-08-15T15:45:00,/lac/mis/5174617270.html
5174400000,w4m,Los Angeles,HANS Hans about 20 years ago.. party for your brother - w4m,2015-08-15T13:26:00,/lgb/mis/5174417258.html
5174400000,w4m,Los Angeles,"Looking for you, Scorpio/Rooster - are we supposed to connect? - w4m",2015-08-15T13:02:00,/wst/mis/5174365478.html
5174300000,w4m,Los Angeles,Guy at Park with a daughter - w4m,2015-08-15T12:10:00,/lac/mis/5174289463.html
5174200000,w4m,Los Angeles,Here Is My Explanation/Story - w4m,2015-08-15T11:13:00,/lac/mis/5174173842.html
5174100000,w4m,Los Angeles,Boy in moshpit - w4m,2015-08-15T10:06:00,/lac/mis/5174063370.html
5174000000,w4m,Los Angeles,Doug of the Marina Del Rey fire dept - w4m,2015-08-15T09:55:00,/wst/mis/5174043261.html
5173900000,w4m,Los Angeles,"Missed connection? Call Payphone, Nevada - w4m",2015-08-15T08:44:00,/wst/mis/5173911492.html
5173500000,w4m,Los Angeles,Miss My Friend Chango from Rosamond - w4m,2015-08-15T00:19:00,/ant/mis/5173507828.html
5173500000,w4m,Los Angeles,High Road Program - w4m,2015-08-14T22:50:00,/sfv/mis/5173474781.html
5173400000,w4m,Los Angeles,Near Florence and La Cienega today - w4m,2015-08-14T21:36:00,/wst/mis/5173441254.html
5173300000,w4m,Los Angeles,Concerts in the Park - w4m,2015-08-14T18:45:00,/sfv/mis/5173290331.html
5173100000,w4m,Los Angeles,saw you in the waiting room of MCA. you just saw Dr Jen Kin before me - w4m,2015-08-14T16:39:00,/lgb/mis/5173149904.html
5172900000,w4m,Los Angeles,White BMW - w4m,2015-08-14T13:49:00,/wst/mis/5172895414.html
5172600000,w4m,Los Angeles,Hugo's studio city- You wore a striped shirt and ride a red motorcycle - w4m,2015-08-14T11:13:00,/sfv/mis/5172608193.html
5171900000,w4m,Los Angeles,Saw you at the Addiction Bistro on La Cienega - w4m,2015-08-14T00:29:00,/lac/mis/5171909070.html
5171200000,w4m,Los Angeles,LAX 11am delta flight from Boston. Seat 13D. - w4m,2015-08-13T12:54:00,/lac/mis/5171177228.html
5170200000,w4m,Los Angeles,We worked together. (Its been months)I miss you! - w4m,2015-08-12T22:06:00,/sfv/mis/5170244618.html
5170200000,w4m,Los Angeles,"We've met before, cutie at Shell - w4m",2015-08-12T21:51:00,/sfv/mis/5170235105.html
5170100000,w4m,Los Angeles,cute owner of pug at silver lake dog park - w4m,2015-08-12T19:49:00,/lac/mis/5170139613.html
5170100000,w4m,Los Angeles,missed connection on okhookup - w4m,2015-08-12T18:47:00,/sfv/mis/5170073863.html
5170000000,w4m,Los Angeles,Encore beach club vegas - w4m,2015-08-12T18:03:00,/lac/mis/5170022723.html
5168700000,w4m,Los Angeles,Still the funniest man - w4m,2015-08-12T01:33:00,/wst/mis/5168655739.html
5168500000,w4m,Los Angeles,Ladies on POF - w4m,2015-08-11T19:58:00,/sfv/mis/5168480452.html
5158100000,w4m,Los Angeles,8-5 10:30am Sunset McDonalds - w4m,2015-08-11T13:29:00,/lac/mis/5158103720.html
5167700000,w4m,Los Angeles,"Cute guy on bike with Jimmy Johns hat, wilshire/gayley` - w4m",2015-08-11T11:44:00,/wst/mis/5167713701.html
5167500000,w4m,Los Angeles,Ladies on POF - w4m,2015-08-11T09:43:00,/sfv/mis/5167462701.html
5167200000,w4m,Los Angeles,yellow swim trunks and tattoos - w4m,2015-08-11T07:11:00,/lac/mis/5167164628.html
5166900000,w4m,Los Angeles,Venice - w4m,2015-08-11T00:46:00,/wst/mis/5166923312.html
5166400000,w4m,Los Angeles,Ross store - w4m,2015-08-10T15:08:00,/sgv/mis/5166354929.html
5166300000,w4m,Los Angeles,Trader Joe's at Third & Fairfax - w4m,2015-08-10T14:07:00,/lac/mis/5166250797.html
5165800000,w4m,Los Angeles,Bootie LA- I told you my name was Henry and ran away from you - w4m,2015-08-10T10:43:00,/lac/mis/5165845554.html
5165400000,w4m,Los Angeles,Rockclimber in Venice - w4m,2015-08-10T07:27:00,/wst/mis/5165441334.html
5165200000,w4m,Los Angeles,Looking for my Ben - w4m,2015-08-10T00:20:00,/lac/mis/5165161973.html
5177000000,w4m,Los Angeles,I still love you - w4m,2015-08-17T10:17:00,//orangecounty.craigslist.org/mis/5177001783.html
5171900000,w4m,Los Angeles,durell on 3rd street - w4m,2015-08-17T08:39:00,//palmsprings.craigslist.org/mis/5171920210.html
5176800000,w4m,Los Angeles,amtrak rider 8/16 - w4m,2015-08-17T08:34:00,//bakersfield.craigslist.org/mis/5176805095.html
5176800000,w4m,Los Angeles,Handsome bearded waiter - w4m,2015-08-17T08:16:00,//orangecounty.craigslist.org/mis/5176769482.html
5169300000,w4m,Los Angeles,Crossing Guard 8/11 - w4m,2015-08-17T05:45:00,//orangecounty.craigslist.org/mis/5169266090.html
5176400000,w4m,Los Angeles,oc fair - w4m,2015-08-17T03:05:00,//orangecounty.craigslist.org/mis/5176443004.html
5176400000,w4m,Los Angeles,I am attracted to you - w4m,2015-08-17T02:38:00,//inlandempire.craigslist.org/mis/5176433946.html
5176400000,w4m,Los Angeles,Looking for him - w4m,2015-08-17T01:20:00,//inlandempire.craigslist.org/mis/5176411051.html
5176400000,w4m,Los Angeles,I served you coffee - w4m,2015-08-17T00:53:00,//bakersfield.craigslist.org/mis/5176412229.html
5176300000,w4m,Los Angeles,Stater Brothers! You walked by me and smiled. - w4m,2015-08-16T21:29:00,//inlandempire.craigslist.org/mis/5176325943.html
5176300000,w4m,Los Angeles,Hot Guy at WilCat - w4m,2015-08-16T20:34:00,//santabarbara.craigslist.org/mis/5176286585.html
5176300000,w4m,Los Angeles,looking 4 sexy native indian man - w4m,2015-08-16T20:31:00,//santabarbara.craigslist.org/mis/5176273226.html
5176300000,w4m,Los Angeles,looking 4 sexy native indian man - w4m,2015-08-16T20:29:00,//santabarbara.craigslist.org/mis/5176272479.html
5176300000,w4m,Los Angeles,Re: Steal his heart (away) m4w - w4m,2015-08-16T19:53:00,//inlandempire.craigslist.org/mis/5176251634.html
